X,Graphic Profile 1
0,122.9989
28.0815692,128.535
56.16313839,133.1678
84.24470759,134.773
112.3262768,134.7843
140.407846,130.2839
168.4894152,118.3152
196.5709844,98.5949
224.6525536,81.5171
252.7341228,71.1531
280.815692,67.3518
308.8972612,67.6918
336.9788304,72.7298
365.0603996,84.3379
393.1419688,96.2171
421.223538,106.7657
449.3051071,113.1736
477.3866763,118.0124
505.4682455,123.3769
533.5498147,129.9809
561.6313839,136.8069
589.7129531,139.5378
