x1,y1,,x2,y2,,x3,y3,,x4,y4,,x5,y5,,x6,y6,,x7,y7,,x8,y8
56.97927537,418.2283,,56.97327804,474.5204,,56.82996623,444.1105,,56.9577193,480.5232,,56.910605,447.0825,,56.87900515,463.6965,,56.88961528,421.1114,,56.96413451,438.668
57.97891178,418.1386,,57.97280923,474.5733,,57.82698318,443.6082,,57.95697753,480.3186,,57.90903667,447.0498,,57.87688244,463.32,,57.8876787,420.9612,,57.96350529,438.1537
58.97854819,418.0663,,58.97234043,474.6502,,58.82400014,443.1099,,58.95623576,480.1037,,58.90746834,447.0172,,58.87475972,462.9231,,58.88574213,420.8333,,58.96287607,437.8146
59.9781846,418.0032,,59.97187162,474.7599,,59.82101709,442.6514,,59.95549399,479.9118,,59.9059,447.0048,,59.872637,462.5422,,59.88380555,420.6784,,59.96224686,437.6052
60.97782101,417.9237,,60.97140281,474.869,,60.81803404,442.256,,60.95475223,479.761,,60.90433167,446.9609,,60.87051429,462.1961,,60.88186898,420.4989,,60.96161764,437.3645
61.97745742,417.8553,,61.97093401,474.9443,,61.81505099,441.8463,,61.95401046,479.6166,,61.90276333,446.8657,,61.86839157,461.8375,,61.87993241,420.3166,,61.96098842,436.9957
62.97709383,417.8016,,62.9704652,474.9907,,62.81206794,441.4268,,62.95326869,479.4756,,62.901195,446.7474,,62.86626885,461.4756,,62.87799583,420.1545,,62.9603592,436.6536
63.97673024,417.7532,,63.96999639,475.0489,,63.80908489,441.04,,63.95252693,479.3407,,63.89962667,446.6603,,63.86414614,461.1945,,63.87605926,419.9917,,63.95972998,436.3686
64.97636665,417.71,,64.96952759,475.1274,,64.80610185,440.7234,,64.95178516,479.2029,,64.89805834,446.6002,,64.86202342,461.0633,,64.87412269,419.8193,,64.95910076,436.1125
65.97600306,417.6749,,65.96905878,475.1727,,65.8031188,440.3819,,65.95104339,479.0551,,65.89649,446.4926,,65.8599007,460.8503,,65.87218611,419.6508,,65.95847154,435.8712
66.97563947,417.6407,,66.96858997,475.1775,,66.80013575,440.1113,,66.95030163,478.879,,66.89492167,446.3846,,66.85777799,460.559,,66.87024954,419.5062,,66.95784232,435.6091
67.97527588,417.6176,,67.96812117,475.1678,,67.7971527,439.9809,,67.94955986,478.7114,,67.89335334,446.2934,,67.85565527,460.1417,,67.86831296,419.3551,,67.9572131,435.3604
68.97491229,417.5912,,68.96765236,475.1257,,68.79416965,439.9111,,68.94881809,478.5335,,68.891785,446.1869,,68.85353255,459.71,,68.86637639,419.2056,,68.95658388,435.1447
69.9745487,417.4365,,69.96718355,475.061,,69.7911866,439.9069,,69.94807633,478.3083,,69.89021667,446.1094,,69.85140984,459.3594,,69.86443981,419.0707,,69.95595466,434.9601
70.97418511,417.1802,,70.96671475,475.0078,,70.78820355,439.9034,,70.94733456,478.0684,,70.88864834,446.0787,,70.84928712,459.0519,,70.86250324,418.93,,70.95532545,434.7994
71.97382152,417.0366,,71.96624594,474.9958,,71.78522051,439.8643,,71.9465928,477.8538,,71.88708,445.9914,,71.8471644,458.7489,,71.86056666,418.7714,,71.95469623,434.576
72.97345793,417.0783,,72.96577714,475.0429,,72.78223746,439.7752,,72.94585103,477.6434,,72.88551167,446.0446,,72.84504169,458.4187,,72.85863009,418.5838,,72.95406701,434.2562
73.97309434,417.1376,,73.96530833,475.0926,,73.77925441,439.6735,,73.94510926,477.4709,,73.88394334,446.0019,,73.84291897,458.0831,,73.85669352,418.4126,,73.95343779,433.9579
74.97273075,417.1877,,74.96483952,475.0867,,74.77627136,439.589,,74.94436749,477.3125,,74.882375,445.8778,,74.84079625,457.7701,,74.85475694,418.2689,,74.95280857,433.6877
75.97236716,417.2279,,75.96437072,475.0584,,75.77328831,439.4345,,75.94362573,477.1246,,75.88080667,445.756,,75.83867354,457.4239,,75.85282037,418.1489,,75.95217935,433.3855
76.97200357,417.2456,,76.96390191,475.0383,,76.77030526,439.2431,,76.94288396,476.9152,,76.87923833,445.615,,76.83655082,456.991,,76.8508838,418.0227,,76.95155013,433.0964
77.97163998,417.2278,,77.9634331,475.008,,77.76732221,439.0128,,77.94214219,476.6861,,77.87767,445.4973,,77.8344281,456.5751,,77.84894722,417.872,,77.95092091,432.881
78.97127639,417.1832,,78.9629643,474.9688,,78.76433917,438.8129,,78.94140043,476.4784,,78.87610167,445.3139,,78.83230539,456.2246,,78.84701065,417.6967,,78.95029169,432.6929
79.9709128,417.1171,,79.96249549,474.8994,,79.76135612,438.6958,,79.94065866,476.274,,79.87453333,445.1288,,79.83018267,455.9214,,79.84507407,417.5417,,79.94966247,432.4995
80.97054921,417.0402,,80.96202668,474.8338,,80.75837307,438.5583,,80.93991689,476.0791,,80.872965,444.8497,,80.82805996,455.6278,,80.8431375,417.4184,,80.94903325,432.3431
81.97018562,416.9632,,81.96155788,474.799,,81.75539002,438.3945,,81.93917513,475.8903,,81.87139667,444.505,,81.82593724,455.2467,,81.84120092,417.2774,,81.94840404,432.2309
82.96982203,416.8897,,82.96108907,474.7699,,82.75240697,438.1881,,82.93843336,475.7089,,82.86982833,444.1051,,82.82381452,454.8365,,82.83926435,417.1325,,82.94777482,432.1043
83.96945844,416.8095,,83.96062026,474.7215,,83.74942392,437.873,,83.93769159,475.4958,,83.86826,443.7273,,83.82169181,454.485,,83.83732778,416.9649,,83.9471456,431.9387
84.96909485,416.7677,,84.96015146,474.632,,84.74644087,437.5668,,84.93694983,475.2516,,84.86669167,443.4891,,84.81956909,454.0565,,84.8353912,416.8071,,84.94651638,431.7637
85.96873127,416.7365,,85.95968265,474.5185,,85.74345783,437.3497,,85.93620806,475.0291,,85.86512333,443.2786,,85.81744637,453.4316,,85.83345463,416.6832,,85.94588716,431.5915
86.96836768,416.6529,,86.95921385,474.429,,86.74047478,437.3022,,86.93546629,474.8044,,86.863555,443.0836,,86.81532365,452.8675,,86.83151805,416.5499,,86.94525794,431.4233
87.96800408,416.552,,87.95874504,474.3654,,87.73749173,437.329,,87.93472453,474.5722,,87.86198667,442.9293,,87.81320094,452.3689,,87.82958148,416.4099,,87.94462872,431.2608
88.96764049,416.4791,,88.95827623,474.3,,88.73450868,437.2729,,88.93398276,474.3513,,88.86041833,442.8242,,88.81107822,451.7884,,88.82764491,416.2754,,88.9439995,431.0726
89.9672769,416.4079,,89.95780743,474.2549,,89.73152563,437.004,,89.93324099,474.1379,,89.85885,442.7188,,89.8089555,451.1581,,89.82570833,416.142,,89.94337028,430.8025
90.96691331,416.303,,90.95733862,474.2018,,90.72854258,436.6894,,90.93249922,473.9442,,90.85728167,442.6269,,90.80683279,450.5359,,90.82377176,415.9997,,90.94274106,430.4879
91.96654973,416.1461,,91.95686981,474.1226,,91.72555953,436.4517,,91.93175746,473.7651,,91.85571334,442.5452,,91.80471007,449.9949,,91.82183518,415.8546,,91.94211185,430.2157
92.96618613,415.9759,,92.95640101,474.0445,,92.72257649,436.3007,,92.93101569,473.5776,,92.854145,442.4794,,92.80258736,449.5775,,92.81989861,415.7,,92.94148263,430.0427
93.96582254,415.8546,,93.9559322,473.9619,,93.71959344,436.2146,,93.93027393,473.3886,,93.85257667,442.4276,,93.80046464,449.1734,,93.81796203,415.5249,,93.94085341,429.9329
94.96545895,415.7798,,94.9554634,473.8877,,94.71661039,436.1671,,94.92953216,473.2134,,94.85100833,442.3938,,94.79834192,448.7698,,94.81602546,415.3945,,94.94022419,429.7329
95.96509536,415.7487,,95.95499459,473.8487,,95.71362734,436.1563,,95.92879039,473.0027,,95.84944,442.361,,95.79621921,448.4619,,95.81408889,415.2713,,95.93959497,429.3843
96.96473177,415.7102,,96.95452578,473.8371,,96.71064429,436.1582,,96.92804862,472.7496,,96.84787167,442.3134,,96.79409649,448.1548,,96.81215231,415.128,,96.93896575,428.977
97.96436818,415.6766,,97.95405698,473.8385,,97.70766124,436.1653,,97.92730686,472.4959,,97.84630334,442.2811,,97.79197377,447.7768,,97.81021574,414.9649,,97.93833653,428.6285
98.96400459,415.6462,,98.95358817,473.8056,,98.7046782,436.1852,,98.92656509,472.2354,,98.844735,442.2277,,98.78985105,447.3599,,98.80827917,414.7817,,98.93770731,428.3711
99.96364101,415.5718,,99.95311936,473.722,,99.70169515,436.182,,99.92582332,472.0051,,99.84316667,442.1814,,99.78772834,446.9102,,99.80634259,414.6102,,99.93707809,428.1465
100.9632774,415.492,,100.9526506,473.6324,,100.6987121,436.1007,,100.9250816,471.8199,,100.8415983,442.1369,,100.7856056,446.5409,,100.804406,414.47,,100.9364489,427.8219
101.9629138,415.4424,,101.9521818,473.5941,,101.6957291,435.967,,101.9243398,471.6212,,101.84003,442.0865,,101.7834829,446.2807,,101.8024694,414.3385,,101.9358197,427.4653
102.9625502,415.426,,102.9517129,473.5759,,102.692746,435.8585,,102.923598,471.4077,,102.8384617,442.0204,,102.7813602,446.0261,,102.8005329,414.2052,,102.9351904,427.2231
103.9621866,415.4009,,103.9512441,473.5403,,103.689763,435.7729,,103.9228563,471.1769,,103.8368933,442.0003,,103.7792375,445.7414,,103.7985963,414.0669,,103.9345612,427.1248
104.9618231,415.3209,,104.9507753,473.4472,,104.6867799,435.6674,,104.9221145,470.9452,,104.835325,441.9436,,104.7771148,445.4264,,104.7966597,413.909,,104.933932,427.0062
105.9614595,415.2019,,105.9503065,473.2954,,105.6837969,435.6281,,105.9213727,470.6732,,105.8337567,441.8768,,105.774992,445.0684,,105.7947231,413.7281,,105.9333028,426.831
106.9610959,415.0901,,106.9498377,473.18,,106.6808138,435.6872,,106.920631,470.3517,,106.8321883,441.7974,,106.7728693,444.6973,,106.7927866,413.5459,,106.9326736,426.6214
107.9607323,415.0475,,107.9493689,473.1652,,107.6778308,435.8753,,107.9198892,469.995,,107.83062,441.7224,,107.7707466,444.328,,107.79085,413.3766,,107.9320443,426.4092
108.9603687,415.0405,,108.9489001,473.178,,108.6748477,436.1879,,108.9191474,469.6483,,108.8290517,441.6941,,108.7686239,443.9633,,108.7889134,413.2147,,108.9314151,426.1882
109.9600051,415.0444,,109.9484313,473.1416,,109.6718647,436.4919,,109.9184057,469.3146,,109.8274833,441.6699,,109.7665012,443.6066,,109.7869768,413.0745,,109.9307859,425.9414
110.9596415,415.0492,,110.9479625,473.0371,,110.6688816,436.6379,,110.9176639,468.984,,110.825915,441.6563,,110.7643785,443.2343,,110.7850403,412.9535,,110.9301567,425.6855
111.9592779,415.0431,,111.9474937,472.8873,,111.6658986,436.656,,111.9169221,468.7224,,111.8243467,441.6333,,111.7622557,442.7564,,111.7831037,412.8521,,111.9295275,425.4399
112.9589143,415.003,,112.9470249,472.7453,,112.6629155,436.6882,,112.9161804,468.3938,,112.8227783,441.5771,,112.760133,442.1036,,112.7811671,412.7596,,112.9288982,425.305
113.9585507,414.9361,,113.9465561,472.606,,113.6599325,436.7412,,113.9154386,468.0083,,113.82121,441.5084,,113.7580103,441.4107,,113.7792306,412.6532,,113.928269,425.2355
114.9581872,414.8466,,114.9460873,472.4445,,114.6569494,436.7974,,114.9146968,467.6431,,114.8196417,441.4339,,114.7558876,440.8939,,114.777294,412.5381,,114.9276398,425.1525
115.9578236,414.7081,,115.9456185,472.3432,,115.6539664,436.8681,,115.9139551,467.1972,,115.8180733,441.3743,,115.7537649,440.6603,,115.7753574,412.4221,,115.9270106,424.9674
116.95746,414.5218,,116.9451497,472.3154,,116.6509833,436.953,,116.9132133,466.707,,116.816505,441.3393,,116.7516422,440.5752,,116.7734208,412.3018,,116.9263814,424.76
117.9570964,414.3308,,117.9446808,472.2915,,117.6480003,437.0729,,117.9124715,466.2685,,117.8149367,441.3515,,117.7495194,440.6276,,117.7714843,412.1769,,117.9257521,424.5919
118.9567328,414.1697,,118.944212,472.2172,,118.6450172,437.2231,,118.9117298,465.8347,,118.8133683,441.3339,,118.7473967,440.7719,,118.7695477,412.0489,,118.9251229,424.476
119.9563692,414.0819,,119.9437432,472.1897,,119.6420342,437.3612,,119.910988,465.4865,,119.8118,441.3017,,119.745274,440.9015,,119.7676111,411.9586,,119.9244937,424.398
120.9560056,414.0597,,120.9432744,472.1208,,120.6390511,437.4597,,120.9102462,465.1383,,120.8102317,441.2958,,120.7431513,440.9312,,120.7656745,411.85,,120.9238645,424.2901
121.955642,413.9931,,121.9428056,472.0378,,121.6360681,437.4909,,121.9095045,464.6896,,121.8086633,441.2971,,121.7410286,440.8958,,121.763738,411.7416,,121.9232353,424.1501
122.9552784,413.8616,,122.9423368,471.9835,,122.633085,437.5946,,122.9087627,464.2052,,122.807095,441.2836,,122.7389059,440.7943,,122.7618014,411.6364,,122.9226061,423.9875
123.9549148,413.7252,,123.941868,471.9385,,123.630102,437.8039,,123.9080209,463.769,,123.8055267,441.274,,123.7367831,440.6417,,123.7598648,411.5388,,123.9219768,423.7992
124.9545513,413.5882,,124.9413992,471.8413,,124.6271189,438.0084,,124.9072792,463.3901,,124.8039583,441.2772,,124.7346604,440.4463,,124.7579282,411.4399,,124.9213476,423.5664
125.9541877,413.4049,,125.9409304,471.7249,,125.6241359,438.2142,,125.9065374,463.0466,,125.80239,441.3005,,125.7325377,440.2334,,125.7559917,411.3393,,125.9207184,423.2791
126.9538241,413.2601,,126.9404616,471.6076,,126.6211528,438.3146,,126.9057956,462.6969,,126.8008217,441.3191,,126.730415,440.0565,,126.7540551,411.2404,,126.9200892,422.9915
127.9534605,413.1933,,127.9399928,471.4929,,127.6181698,438.308,,127.9050539,462.3298,,127.7992533,441.3064,,127.7282923,439.945,,127.7521185,411.1388,,127.91946,422.7784
128.9530969,413.1386,,128.939524,471.3828,,128.6151867,438.2975,,128.9043121,462.0203,,128.797685,441.2951,,128.7261696,439.8941,,128.7501819,411.0255,,128.9188307,422.6106
129.9527333,413.0758,,129.9390552,471.3065,,129.6122037,438.4019,,129.9035703,461.692,,129.7961167,441.2951,,129.7240468,439.8682,,129.7482454,410.9013,,129.9182015,422.3488
130.9523697,412.9967,,130.9385864,471.2666,,130.6092206,438.6323,,130.9028286,461.2877,,130.7945483,441.2351,,130.7219241,439.8994,,130.7463088,410.782,,130.9175723,422.0381
131.9520061,412.874,,131.9381176,471.2068,,131.6062376,438.9148,,131.9020868,460.9111,,131.79298,441.2095,,131.7198014,439.9448,,131.7443722,410.682,,131.9169431,421.733
132.9516425,412.7081,,132.9376488,471.1735,,132.6032545,439.1809,,132.901345,460.554,,132.7914117,441.2731,,132.7176787,440.0767,,132.7424356,410.5798,,132.9163139,421.4171
133.9512789,412.5448,,133.9371799,471.1428,,133.6002715,439.4245,,133.9006033,460.203,,133.7898433,441.3347,,133.715556,440.2778,,133.7404991,410.4755,,133.9156846,421.1005
134.9509154,412.3739,,134.9367111,471.134,,134.5972884,439.6375,,134.8998615,459.8682,,134.788275,441.3453,,134.7134333,440.6494,,134.7385625,410.3638,,134.9150554,420.769
135.9505518,412.1751,,135.9362423,471.0908,,135.5943054,439.8932,,135.8991197,459.5358,,135.7867067,441.3351,,135.7113105,441.1677,,135.7366259,410.2242,,135.9144262,420.4747
136.9501882,411.968,,136.9357735,471.0055,,136.5913223,440.2123,,136.898378,459.2289,,136.7851383,441.3414,,136.7091878,441.8094,,136.7346893,410.0676,,136.913797,420.2412
137.9498246,411.8376,,137.9353047,470.9275,,137.5883393,440.5368,,137.8976362,458.9429,,137.78357,441.3422,,137.7070651,442.5219,,137.7327528,409.9087,,137.9131678,420.0288
138.949461,411.7671,,138.9348359,470.8673,,138.5853563,440.8485,,138.8968944,458.6921,,138.7820017,441.3173,,138.7049424,443.2363,,138.7308162,409.7298,,138.9125385,419.7826
139.9490974,411.7122,,139.9343671,470.8244,,139.5823732,441.1865,,139.8961527,458.4915,,139.7804333,441.2987,,139.7028197,443.8988,,139.7288796,409.528,,139.9119093,419.4735
140.9487338,411.6361,,140.9338983,470.7881,,140.5793902,441.5213,,140.8954109,458.2959,,140.778865,441.3081,,140.700697,444.4961,,140.7269431,409.3189,,140.9112801,419.192
141.9483702,411.555,,141.9334295,470.7469,,141.5764071,441.8228,,141.8946691,458.1048,,141.7772967,441.3286,,141.6985742,445.0004,,141.7250065,409.1236,,141.9106509,419.0259
142.9480066,411.4248,,142.9329607,470.7289,,142.5734241,442.1637,,142.8939274,457.9514,,142.7757283,441.3433,,142.6964515,445.4024,,142.7230699,408.9471,,142.9100217,418.9574
143.947643,411.1834,,143.9324919,470.7219,,143.570441,442.5916,,143.8931856,457.8437,,143.77416,441.3509,,143.6943288,445.7346,,143.7211333,408.8163,,143.9093925,418.8784
144.9472795,410.8947,,144.9320231,470.7008,,144.567458,443.0436,,144.8924438,457.6506,,144.7725917,441.3538,,144.6922061,446.1063,,144.7191968,408.7037,,144.9087632,418.7039
145.9469159,410.689,,145.9315543,470.664,,145.5644749,443.4018,,145.8917021,457.3563,,145.7710233,441.3598,,145.6900834,446.5773,,145.7172602,408.6178,,145.908134,418.4154
146.9465523,410.5474,,146.9310855,470.6316,,146.5614919,443.6447,,146.8909603,457.1257,,146.769455,441.3637,,146.6879607,447.0596,,146.7153236,408.5513,,146.9075048,418.0295
