X,Graphic Profile 1
0,422.2502
28.92401122,437.9449
57.84802245,437.167
86.77203367,425.0613
115.6960449,412.4967
144.6200561,398.0182
173.5440673,379.9575
202.4680786,362.3157
231.3920898,352.0172
260.316101,350.3746
289.2401122,354.8826
318.1641235,359.5651
347.0881347,368.1206
376.0121459,384.5113
404.9361571,403.9784
433.8601684,423.1714
462.7841796,440.2031
491.7081908,456.2731
520.632202,464.7677
